org_id,tbl_id,tbl_name,category_path,axis_id,axis_name,axis_order,code_id,code_name,parent_code_id,is_item,unit_id,unit_name,unit_eng_name
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,ITEM,항목,,T001,금액,,Y,14STD05052,백만원,"1,000,000won"
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A00,전체,,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A1,매출액별,,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A11,1억원 미만,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A16,1~5억원 미만,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A17,5~10억원 미만,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A12,1~10억원 미만,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A18,10~30억원 미만,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A19,30억원 이상,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A13,10~50억원 미만,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A14,50~100억원 미만,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A15,100억원 이상,A1,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A2,종사자수별,,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A21,1~4인,A2,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A22,5~9인,A2,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A23,10~49인,A2,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A24,50인 이상,A2,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A3,권역별,,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A31,수도권,A3,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A32,영남권,A3,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A33,충청권,A3,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A34,호남권,A3,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B01,기계구조,,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0101,리니어 로봇,B01,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0102,스카라 로봇,B01,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0103,다관절 로봇,B01,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0104,병렬형 로봇,B01,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0105,원통형 로봇,B01,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0106,기타 로봇,B01,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0107,분류되지 않음,B01,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0108,모름/무응답,B01,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B02,적용산업,,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0201,농업,B02,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0207,채광 및 채석,B02,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0202,제조업,B02,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0206,전기 가스 및 상수도,B02,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0203,교육 연구 및 개발,B02,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0204,명시되지 않은 분야,B02,N,,,
401,DT_373002_001,"제조업용 로봇 생산 현황_기계구조, 적용산업별",로봇산업실태조사,B,기계구조및적용산업별,2,B0205,모름/무응답,B02,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,ITEM,항목,,T001,금액,,Y,14STD05052,백만원,"1,000,000won"
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A00,전체,,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A1,매출액별,,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A11,1억원 미만,A1,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A16,1~5억원 미만,A1,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A17,5~10억원 미만,A1,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A12,1~10억원 미만,A1,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A18,10~30억원 미만,A1,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A19,30억원 이상,A1,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A13,10~50억원 미만,A1,N,,,
401,DT_373002_002,"제조업용 로봇 출하 현황_기계구조, 적용산업별",로봇산업실태조사,A,특성별,1,A14,50~100억원 미만,A1,N,,,
