claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note,refined_claim_type,refined_claim_number,refined_claim_number_reason,refined_actual_number,refined_actual_reason,refined_verdict,refined_diff,refined_judge_note,refined_final_status,audit_future_period,audit_forecast_or_target,audit_mapping_unconfirmed,rerun_actual_period,rerun_actual_value,rerun_verdict,rerun_api_error,audit_reason,audit_status,manual_decision,manual_final_status,manual_mapping_reason,manual_kosis_evidence,manual_checked_at,obj_l2,remap_decision,remap_final_status,remap_reason,remap_kosis_evidence,verification_method,aggregation_rule,remap_checked_at,expansion_no,expansion_batch,expansion_domain,expansion_decision,expansion_final_status,expansion_api_success,expansion_verdict,unavailable_category,unavailable_category_reason,expansion_org_id,expansion_tbl_id,expansion_obj_l1,expansion_obj_l2,expansion_itm_id,expansion_prd_se,expansion_target_number,expansion_target_period,expansion_prev_period,expansion_mapping_note,expansion_actual_number,expansion_current_value,expansion_previous_value,expansion_unit,expansion_evidence,expansion_api_error
C03491,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"3일 통계청이 발표한 ‘2024년 12월 및 연간 산업활동동향’에 따르면, 작년 전체 산업 생산은 재작년보다 1.7% 증가했다.",비율·증감률,비율·증감률; 날짜·시간,True,,생산 중 내수용으로 출하된 규모도 전년 대비 2% 줄면서 2년 연속 감소세를 기록했다.,"제조업을 포함한 광공업 생산이 4.1% 늘었고, 서비스업 생산이 1.4% 증가했다.","[3, 2024, 12, 1.7]","['일', '년', '월', '%']",['2024'],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G0,T2,M,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),108.1,202312,107.5,202311,0.5581395348837157,0.5999999999999943,,CHANGE_RATE,1.7,0.5581395348837157,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,1.1418604651162843,"claim=1.7, actual=0.5581395348837157, 오차=1.142 (허용=0.3)",CHANGE_RATE,1.7,% 숫자 선택,0.5581395348837157,actual_change_pct 사용,불일치,1.1418604651162843,"claim=1.7, adjusted_actual=0.5581395348837157, 오차=1.142, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,201,2,소매,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C03492,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"제조업을 포함한 광공업 생산이 4.1% 늘었고, 서비스업 생산이 1.4% 증가했다.",비율·증감률,비율·증감률,True,,"3일 통계청이 발표한 ‘2024년 12월 및 연간 산업활동동향’에 따르면, 작년 전체 산업 생산은 재작년보다 1.7% 증가했다.",특히 광공업 생산 중 수출용으로 출하된 규모가 전년 대비 4% 늘어나면서 전반적인 생산 증가세를 견인했다.,"[4.1, 1.4]","['%', '%']",[],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G0,T2,Y,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),102.4,2025,102.1,2024,0.29382957884428146,0.30000000000001137,,CHANGE_RATE,1.4,0.29382957884428146,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,1.1061704211557184,"claim=1.4, actual=0.29382957884428146, 오차=1.106 (허용=0.3)",CHANGE_RATE,1.4,% 숫자 선택,0.29382957884428146,actual_change_pct 사용,불일치,1.1061704211557184,"claim=1.4, adjusted_actual=0.29382957884428146, 오차=1.106, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,202,2,소매,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C03493,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,특히 광공업 생산 중 수출용으로 출하된 규모가 전년 대비 4% 늘어나면서 전반적인 생산 증가세를 견인했다.,무역지표,무역지표; 비율·증감률,True,,"제조업을 포함한 광공업 생산이 4.1% 늘었고, 서비스업 생산이 1.4% 증가했다.","반면 내수용으로 출하된 규모는 2% 줄었는데, 2023년(-0.9%)에 이어 2년째 감소한 모습이다.",[4],['%'],[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,683609488,2024,632225824,2023,8.127422520469521,51383664.0,,CHANGE_RATE,4.0,8.127422520469521,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,4.127422520469521,"claim=4.0, actual=8.127422520469521, 오차=4.127 (허용=0.3)",CHANGE_RATE,4.0,% 숫자 선택,8.127422520469521,actual_change_pct 사용,불일치,4.127422520469521,"claim=4.0, adjusted_actual=8.127422520469521, 오차=4.127, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,203,2,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C03494,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"반면 내수용으로 출하된 규모는 2% 줄었는데, 2023년(-0.9%)에 이어 2년째 감소한 모습이다.",비율·증감률,비율·증감률; 날짜·시간,True,,특히 광공업 생산 중 수출용으로 출하된 규모가 전년 대비 4% 늘어나면서 전반적인 생산 증가세를 견인했다.,소매 판매 감소는 지난 2022년(-0.3%)과 2023년(-1.5%)에 이어 3년 연속이다.,"[2, 2023, 0.9, 2]","['%', '년', '%', '년']",['2023'],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G0,T2,Y,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),104.1,2023,105.5,2022,-1.327014218009484,-1.4000000000000057,,CHANGE_RATE,-0.9,-1.327014218009484,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,0.4270142180094839,"claim=-0.9, actual=-1.327014218009484, 오차=0.427 (허용=0.3)",CHANGE_RATE,-0.9,% 숫자 선택,-1.327014218009484,actual_change_pct 사용,불일치,0.4270142180094839,"claim=-0.9, adjusted_actual=-1.327014218009484, 오차=0.427, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,204,2,소매,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C03495,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,소매 판매 감소는 지난 2022년(-0.3%)과 2023년(-1.5%)에 이어 3년 연속이다.,비율·증감률,비율·증감률; 날짜·시간,True,,"반면 내수용으로 출하된 규모는 2% 줄었는데, 2023년(-0.9%)에 이어 2년째 감소한 모습이다.",이는 지난 1995년 관련 통계 작성 이래 처음 있는 일이다.,"[2022, 0.3, 2023, 1.5, 3]","['년', '%', '년', '%', '년']","['2022', '2023']",[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G0,T2,Y,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),104.1,2023,105.5,2022,-1.327014218009484,-1.4000000000000057,,CHANGE_RATE,-1.5,-1.327014218009484,actual_change_pct 컬럼 사용(전기대비 계산값),일치,0.17298578199051606,"claim=-1.5, actual=-1.327014218009484, 오차=0.173 (허용=0.3)",CHANGE_RATE,-1.5,% 숫자 선택,-1.327014218009484,actual_change_pct 사용,일치,0.17298578199051606,"claim=-1.5, adjusted_actual=-1.327014218009484, 오차=0.173, 허용=0.3",검증완료_일치,N,N,Y,2022,105.5,불일치,,정확한 목표 시점으로 재조회한 KOSIS 값과 주장 수치가 다름,재검토필요_정확시점불일치,,,,,,,,,,,,,,205,2,소매,수동검토유지,재검토필요_정확시점불일치,N/A,,,,,,,,,,,,,,,,,,,
C03498,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"의복 등 준내구재(-3.7%)와 승용차 등 내구재(-3.1%), 음·식료품 등 비내구재(-1.4%)가 일제히 감소했다.",비율·증감률,비율·증감률,True,,감소 폭은 지난 2003년(-3.2%) 이후 21년 만에 가장 크다.,공미숙 통계청 경제동향통계심의관은 “연중 소매 판매는 부진한 흐름에서 벗어나지 못한 모습”이라고 했다.,"[3.7, 3.1, 1.4]","['%', '%', '%']",[],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G11,T2,Y,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 승용차(G11),110.3,2025,99.4,2024,10.965794768611662,10.899999999999991,,CHANGE_RATE,-1.4,10.965794768611662,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,12.365794768611662,"claim=-1.4, actual=10.965794768611662, 오차=12.366 (허용=0.3)",CHANGE_RATE,-1.4,% 숫자 선택,10.965794768611662,actual_change_pct 사용,불일치,12.365794768611662,"claim=-1.4, adjusted_actual=10.965794768611662, 오차=12.366, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,206,2,소매,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C03499,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"건설 공사를 진행한 실적을 뜻하는 건설 기성은 전년 대비 4.9% 감소했는데, 지난 2021년(-6.7%) 이후 3년 만에 감소세로 전환한 것이다.",비율·증감률,비율·증감률; 날짜·시간,True,,공미숙 통계청 경제동향통계심의관은 “연중 소매 판매는 부진한 흐름에서 벗어나지 못한 모습”이라고 했다.,"다만 건설 수주는 7.2% 증가하면서, 2023년(-18.5%) 이후 1년 만에 증가세로 전환했다.","[4.9, 2021, 6.7, 3]","['%', '년', '%', '년']",['2021'],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G0,T2,Y,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),102.1,2024,104.1,2023,-1.921229586935639,-2.0,,CHANGE_RATE,-6.7,-1.921229586935639,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,4.778770413064361,"claim=-6.7, actual=-1.921229586935639, 오차=4.779 (허용=0.3)",CHANGE_RATE,-6.7,% 숫자 선택,-1.921229586935639,actual_change_pct 사용,불일치,4.778770413064361,"claim=-6.7, adjusted_actual=-1.921229586935639, 오차=4.779, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,207,2,소매,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C03500,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"다만 건설 수주는 7.2% 증가하면서, 2023년(-18.5%) 이후 1년 만에 증가세로 전환했다.",비율·증감률,비율·증감률; 날짜·시간,True,,"건설 공사를 진행한 실적을 뜻하는 건설 기성은 전년 대비 4.9% 감소했는데, 지난 2021년(-6.7%) 이후 3년 만에 감소세로 전환한 것이다.","한편, 지난달 기준 전산업 생산은 전월 대비 2.3% 증가했다.","[7.2, 2023, 18.5, 1]","['%', '년', '%', '년']",['2023'],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G0,T2,Y,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),104.1,2023,105.5,2022,-1.327014218009484,-1.4000000000000057,,CHANGE_RATE,-18.5,-1.327014218009484,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,17.172985781990516,"claim=-18.5, actual=-1.327014218009484, 오차=17.173 (허용=0.3)",CHANGE_RATE,-18.5,% 숫자 선택,-1.327014218009484,actual_change_pct 사용,불일치,17.172985781990516,"claim=-18.5, adjusted_actual=-1.327014218009484, 오차=17.173, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,208,2,소매,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C03501,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,"한편, 지난달 기준 전산업 생산은 전월 대비 2.3% 증가했다.",비율·증감률,비율·증감률,True,,"다만 건설 수주는 7.2% 증가하면서, 2023년(-18.5%) 이후 1년 만에 증가세로 전환했다.",지난 9월(-0.4%)부터 시작된 감소세가 4개월 만에 꺾인 것이다.,[2.3],['%'],[],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G0,T2,M,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),100.2,202501,106,202412,-5.471698113207545,-5.799999999999997,,CHANGE_RATE,2.3,-5.471698113207545,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,7.7716981132075444,"claim=2.3, actual=-5.471698113207545, 오차=7.772 (허용=0.3)",CHANGE_RATE,2.3,% 숫자 선택,-5.471698113207545,actual_change_pct 사용,불일치,7.7716981132075444,"claim=2.3, adjusted_actual=-5.471698113207545, 오차=7.772, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,209,2,소매,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C03502,440,작년 소매판매 2.2% 줄어... 21년 만에 최대 감소폭,2025-02-03,https://www.chosun.com/economy/economy_general/2025/02/03/Y7UQBA7SO5AJTKSOUUK52DYR34,지난 9월(-0.4%)부터 시작된 감소세가 4개월 만에 꺾인 것이다.,비율·증감률,비율·증감률; 건수·개수; 날짜·시간,True,,"한편, 지난달 기준 전산업 생산은 전월 대비 2.3% 증가했다.","제조업 생산이 전월 대비 4.4% 늘었는데, 특히 반도체(5.6%)와 자동차(10.7%) 등 주요 수출 품목 생산이 늘었다.","[9, 0.4, 4]","['월', '%', '개']",[],[],재별 및 상품군별 소매판매액지수(2020=100.0)(tblId=DT_1K41012); 시도별 소매판매액지수(2020=100)(tblId=DT_1K41018),"orgId=101, tblId=DT_1K41012 | obj_l1/obj_l2 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1K41012,G0,T2,M,전국/지역 미상 소매판매 claim이라 전국 소매판매액지수 표로 변경 | 상품군 obj_l1 직접 확인 필요 | 상품군 코드 자동 후보: 총지수(G0),106.1,202605,102.2,202604,3.8160469667318897,3.8999999999999915,,CHANGE_RATE,-0.4,3.8160469667318897,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,4.21604696673189,"claim=-0.4, actual=3.8160469667318897, 오차=4.216 (허용=0.3)",CHANGE_RATE,-0.4,% 숫자 선택,3.8160469667318897,actual_change_pct 사용,불일치,4.21604696673189,"claim=-0.4, adjusted_actual=3.8160469667318897, 오차=4.216, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,210,2,소매,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
