claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note,refined_claim_type,refined_claim_number,refined_claim_number_reason,refined_actual_number,refined_actual_reason,refined_verdict,refined_diff,refined_judge_note,refined_final_status,audit_future_period,audit_forecast_or_target,audit_mapping_unconfirmed,rerun_actual_period,rerun_actual_value,rerun_verdict,rerun_api_error,audit_reason,audit_status,manual_decision,manual_final_status,manual_mapping_reason,manual_kosis_evidence,manual_checked_at,obj_l2,remap_decision,remap_final_status,remap_reason,remap_kosis_evidence,verification_method,aggregation_rule,remap_checked_at,expansion_no,expansion_batch,expansion_domain,expansion_decision,expansion_final_status,expansion_api_success,expansion_verdict,unavailable_category,unavailable_category_reason,expansion_org_id,expansion_tbl_id,expansion_obj_l1,expansion_obj_l2,expansion_itm_id,expansion_prd_se,expansion_target_number,expansion_target_period,expansion_prev_period,expansion_mapping_note,expansion_actual_number,expansion_current_value,expansion_previous_value,expansion_unit,expansion_evidence,expansion_api_error
C00078,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,24 한국의 2024년 수출이 6838억 달러를 기록해 역대 최대실적을 달성했다고 1일 산업통상자원부가 밝혔다.,무역지표,무역지표; 날짜·시간,True,,,"이전 최대 실적은 2022년 기록한 6836억달러인데, 이를 2년 만에 근소하게 경신한 것이다.","[2024, 1]","['년', '일']",['2024'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,683609488,2024,632225824,2023,8.127422520469521,51383664.0,,LEVEL,24.0,683609488.0,actual_value 컬럼 사용,불일치,0.9999999648922369,"claim=24.0, actual=683609488.0, 오차=1.000 (허용=0.05)",LEVEL,6838.0,억달러 숫자 선택,6836.09488,무역 천달러 -> 억달러 변환,일치,0.0002786854239800065,"claim=6838.0, adjusted_actual=6836.09488, 오차=0.000, 허용=0.05",검증완료_일치,N,N,Y,2024,683609488,불일치,,정확한 목표 시점으로 재조회한 KOSIS 값과 주장 수치가 다름,재검토필요_정확시점불일치,,,,,,,,,,,,,,1,1,무역,수동검토유지,재검토필요_정확시점불일치,N/A,,,,,,,,,,,,,,,,,,,
C00080,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"이에 따라 2024년 1~9월 기준(WTO)으로 전 세계 수출순위도 2023년 8위에서 두 단계 상승한 6위를 달성했으며, 상위 10대 수출국 중 가장 높은 수출증가율(+9.6%)을 기록했다.",무역지표,무역지표; 비율·증감률; 날짜·시간,True,10대,"이전 최대 실적은 2022년 기록한 6836억달러인데, 이를 2년 만에 근소하게 경신한 것이다.",무역수지는 전년 대비 621억 달러 개선된 518억 달러의 흑자를 기록했다.,"[2024, 9, 2023, 9.6]","['년', '월', '년', '%']","['2024', '2023']",[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,M,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,58544693,202409,57642924,202408,1.5644053726351563,901769.0,,CHANGE_RATE,9.6,1.5644053726351563,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,8.035594627364844,"claim=9.6, actual=1.5644053726351563, 오차=8.036 (허용=0.3)",CHANGE_RATE,9.6,% 숫자 선택,1.5644053726351563,actual_change_pct 사용,불일치,8.035594627364844,"claim=9.6, adjusted_actual=1.5644053726351563, 오차=8.036, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,2,1,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C00081,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,2022년 당시 수출액은 역대 최대를 기록하면서도 472억달러 적자를 냈던 것과 다른 결과다.,무역지표,무역지표; 기업실적; 날짜·시간,True,,무역수지는 전년 대비 621억 달러 개선된 518억 달러의 흑자를 기록했다.,2024년에는 에너지 수입이 감소하면서 전체 수입이 전년 대비 1.6% 감소한 덕에 무역수지가 개선됐다.,[2022],['년'],['2022'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,683584760,2022,644400368,2021,6.0807525795826365,39184392.0,,LEVEL,472.0,683584760.0,actual_value 컬럼 사용,불일치,0.9999993095223481,"claim=472.0, actual=683584760.0, 오차=1.000 (허용=0.05)",LEVEL,472.0,억달러 숫자 선택,6835.8476,무역 천달러 -> 억달러 변환,불일치,0.9309522348040644,"claim=472.0, adjusted_actual=6835.8476, 오차=0.931, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,3,1,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C00082,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,2024년에는 에너지 수입이 감소하면서 전체 수입이 전년 대비 1.6% 감소한 덕에 무역수지가 개선됐다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,2022년 당시 수출액은 역대 최대를 기록하면서도 472억달러 적자를 냈던 것과 다른 결과다.,이에 2018년(697억 달러 흑자) 이후 최대 흑자를 기록하게 됐다.,"[2024, 1.6]","['년', '%']",['2024'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,683609488,2024,632225824,2023,8.127422520469521,51383664.0,,CHANGE_RATE,1.6,8.127422520469521,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,6.527422520469521,"claim=1.6, actual=8.127422520469521, 오차=6.527 (허용=0.3)",CHANGE_RATE,1.6,% 숫자 선택,8.127422520469521,actual_change_pct 사용,불일치,6.527422520469521,"claim=1.6, adjusted_actual=8.127422520469521, 오차=6.527, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,4,1,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C00084,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"◇반도체, 자동차가 이끌고 바이오, 농수산, 화장품 등도 고르게 증가 품목별로는 최대 수출품목인 반도체가 43.9% 증가한 1419억 달러를 기록, 2023년 11월 이후 14개월 연속 증가 흐름을 이어가면서 기존 최대 실적인 2022년 1292억 달러를 2년 만에 경신했다.",무역지표,무역지표; 비율·증감률; 건수·개수; 날짜·시간,True,,"지난해 유가가 하향 안정화된 가운데 반도체 등 IT 품목, 선박·자동차 등 주력 품목과 바이오헬스·농수산식품·화장품 등 소비재 품목이 고르게 호조를 보이면서 역대 최대 수출 실적과 무역수지 흑자를 동시에 기록했다.","특히 지난 4분기에는 범용 메모리 가격하락에도 불구하고, DDR5·HBM 등 고부가 품목을 중심으로 수출이 확대되면서 올해 전체적으로 분기별 수출이 우상향했다.","[43.9, 2023, 11, 14, 2022, 2]","['%', '년', '월', '개', '년', '년']","['2023', '2022']",[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.7763,13103112831T1,M,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 반도체 디바이스,302385,202311,273279,202310,10.65065372750925,29106.0,,CHANGE_RATE,43.9,10.65065372750925,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,33.24934627249075,"claim=43.9, actual=10.65065372750925, 오차=33.249 (허용=0.3)",CHANGE_RATE,43.9,% 숫자 선택,10.65065372750925,actual_change_pct 사용,불일치,33.24934627249075,"claim=43.9, adjusted_actual=10.65065372750925, 오차=33.249, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,5,1,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C00087,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.",무역지표,무역지표; 비율·증감률; 날짜·시간,True,,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","[2021, 18]","['년', '%']",['2021'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.793,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 선박보트 및 부유구조물,22015656,2021,18725909,2020,17.567889494710244,3289747.0,,CHANGE_RATE,18.0,17.567889494710244,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,0.4321105052897565,"claim=18.0, actual=17.567889494710244, 오차=0.432 (허용=0.3)",CHANGE_RATE,18.0,% 숫자 선택,17.567889494710244,actual_change_pct 사용,불일치,0.4321105052897565,"claim=18.0, adjusted_actual=17.567889494710244, 오차=0.432, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,6,1,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C00089,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",무역지표,무역지표; 비율·증감률,True,,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,"[13.1, 7.6, 20.6]","['%', '%', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.553,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 향수 및 화장품,9829853,2024,8220877,2023,19.571829136964343,1608976.0,,CHANGE_RATE,20.6,19.571829136964343,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,1.0281708630356583,"claim=20.6, actual=19.571829136964343, 오차=1.028 (허용=0.3)",CHANGE_RATE,20.6,% 숫자 선택,19.571829136964343,actual_change_pct 사용,불일치,1.0281708630356583,"claim=20.6, adjusted_actual=19.571829136964343, 오차=1.028, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,7,1,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C00094,6,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",,"[12, 31.5]","['월', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.7763,13103112831T1,M,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 반도체 디바이스,300951,202605,288583,202604,4.285768738976308,12368.0,,CHANGE_RATE,31.5,4.285768738976308,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,27.21423126102369,"claim=31.5, actual=4.285768738976308, 오차=27.214 (허용=0.3)",CHANGE_RATE,31.5,% 숫자 선택,4.285768738976308,actual_change_pct 사용,불일치,27.21423126102369,"claim=31.5, adjusted_actual=4.285768738976308, 오차=27.214, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,8,1,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C00175,18,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,1 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,무역지표,무역지표; 비율·증감률; 금액; 날짜·시간,True,,,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,"[1006, 2023, 8.2, 1]","['조원', '년', '%', '일']",['2023'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.7763,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 반도체 디바이스,3601287,2024,3702260,2023,-2.727334114837964,-100973.0,,CHANGE_RATE,8.2,-2.727334114837964,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,10.927334114837963,"claim=8.2, actual=-2.727334114837964, 오차=10.927 (허용=0.3)",CHANGE_RATE,8.2,% 숫자 선택,-2.727334114837964,actual_change_pct 사용,불일치,10.927334114837963,"claim=8.2, adjusted_actual=-2.727334114837964, 오차=10.927, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,9,1,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C00176,18,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,무역지표,무역지표; 날짜·시간,True,,1 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,[2022],['년'],['2022'],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.7763,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 반도체 디바이스,4354496,2022,4739771,2021,-8.12855726574132,-385275.0,,LEVEL,6836.0,4354496.0,actual_value 컬럼 사용,불일치,0.9984301283087641,"claim=6836.0, actual=4354496.0, 오차=0.998 (허용=0.05)",LEVEL,2.0,억달러 숫자 선택,43.54496,무역 천달러 -> 억달러 변환,불일치,0.9540704595893532,"claim=2.0, adjusted_actual=43.54496, 오차=0.954, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,10,1,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
