claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note,refined_claim_type,refined_claim_number,refined_claim_number_reason,refined_actual_number,refined_actual_reason,refined_verdict,refined_diff,refined_judge_note,refined_final_status,audit_future_period,audit_forecast_or_target,audit_mapping_unconfirmed,rerun_actual_period,rerun_actual_value,rerun_verdict,rerun_api_error,audit_reason,audit_status,manual_decision,manual_final_status,manual_mapping_reason,manual_kosis_evidence,manual_checked_at,obj_l2,remap_decision,remap_final_status,remap_reason,remap_kosis_evidence,verification_method,aggregation_rule,remap_checked_at,expansion_no,expansion_batch,expansion_domain,expansion_decision,expansion_final_status,expansion_api_success,expansion_verdict,unavailable_category,unavailable_category_reason,expansion_org_id,expansion_tbl_id,expansion_obj_l1,expansion_obj_l2,expansion_itm_id,expansion_prd_se,expansion_target_number,expansion_target_period,expansion_prev_period,expansion_mapping_note,expansion_actual_number,expansion_current_value,expansion_previous_value,expansion_unit,expansion_evidence,expansion_api_error
C10308,1327,‘반도체 별도 관세’는 14일 발표... “매우 구체적일 것”,2025-04-13,https://www.chosun.com/economy/tech_it/2025/04/13/B43FSC7V7NF3HMMLBAZKXXBMYY,경우에 따라서는 국가별 상호 관세(한국은 25%)와 맞먹는 관세율이 부과될 수도 있다.,무역지표,무역지표; 비율·증감률,True,,"미 무역확장법 232조는 외국산 수입 제품이 국가 안보에 위협이 될 경우, 대통령이 관세 부과 등 긴급하게 조치를 할 수 있는 권한을 부여하고 있다.","하지만 반도체를 미국에 직접 수출하는 경우는 많지 않고, 대부분 중국·대만 등 제3국에 부품 형태로 판매하는 것을 감안하면 반도체 관세 영향이 제한적일 것이라는 전망도 나온다.",[25],['%'],[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.00,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,709330045,2025,683609488,2024,3.7624634314613257,25720557.0,,LEVEL,25.0,709330045.0,actual_value 컬럼 사용,불일치,0.9999999647554757,"claim=25.0, actual=709330045.0, 오차=1.000 (허용=0.05)",LEVEL,25.0,% 숫자 선택,709330045.0,actual_value 사용,불일치,0.9999999647554757,"claim=25.0, adjusted_actual=709330045.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,801,5,무역,코드북_비검증분류,판단불가_KOSIS 미제공,N/A,판단불가,KOSIS 미제공,민간 설문·정책·시장가격 지표,,,,,,,,,,,,,,,,
C10309,1327,‘반도체 별도 관세’는 14일 발표... “매우 구체적일 것”,2025-04-13,https://www.chosun.com/economy/tech_it/2025/04/13/B43FSC7V7NF3HMMLBAZKXXBMYY,송명섭 iM증권 연구원은 지난 7일 “한국 반도체 제품별 비중을 고려하면 관세 부과는 한국 반도체 기업 매출을 4.3% 감소시킬 것으로 분석된다”고 했다.,무역지표,무역지표; 기업실적; 비율·증감률; 날짜·시간,True,,"하지만 반도체를 미국에 직접 수출하는 경우는 많지 않고, 대부분 중국·대만 등 제3국에 부품 형태로 판매하는 것을 감안하면 반도체 관세 영향이 제한적일 것이라는 전망도 나온다.",,"[7, 4.3]","['일', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.7763,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 반도체 디바이스,3370573,2025,3601287,2024,-6.406431922809817,-230714.0,,CHANGE_RATE,4.3,-6.406431922809817,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,10.706431922809816,"claim=4.3, actual=-6.406431922809817, 오차=10.706 (허용=0.3)",CHANGE_RATE,4.3,% 숫자 선택,-6.406431922809817,actual_change_pct 사용,불일치,10.706431922809816,"claim=4.3, adjusted_actual=-6.406431922809817, 오차=10.706, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,802,5,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C10311,1328,"美 GM, 캐나다서 전기차 생산 일시 중단... 직원 500명 해고",2025-04-13,https://www.chosun.com/economy/auto/2025/04/13/JZ425Q2EWRCWJBQHXF5U6PF66M,"미국이 지난 3일부터 모든 수입차에 25% 관세를 부과하고 캐나다도 미국산 자동차에 25% 관세를 매기며 보복에 나선 가운데, 미국 업체들이 점차 위험이 커지는 해외 생산을 줄이려는 시도다.",무역지표,무역지표; 비율·증감률; 날짜·시간,True,,"9 미국 GM(제너럴모터스)이 캐나다에서 전기상용차의 생산을 일시 중단하고, 직원 500명을 해고하기로 했다.","13일 월스트리트저널(WSJ) 등 외신에 따르면, GM은 지난 11일 캐나다 온타리오주 ‘CAMI 조립공장’에서 전기상용차 ‘브라이트드롭’의 생산을 일시 중단하겠다고 밝혔다.","[3, 25, 25]","['일', '%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T2,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,73366048,2025,72132305,2024,1.7103889859058297,1233743.0,,LEVEL,25.0,73366048.0,actual_value 컬럼 사용,불일치,0.9999996592429239,"claim=25.0, actual=73366048.0, 오차=1.000 (허용=0.05)",LEVEL,25.0,% 숫자 선택,73366048.0,actual_value 사용,불일치,0.9999996592429239,"claim=25.0, adjusted_actual=73366048.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,803,5,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C10316,1329,"트럼프 車관세, 거센 역풍... 美 빅3 감원, 獨·日은 “수출 중단”",2025-04-13,https://www.chosun.com/economy/auto/2025/04/13/MMF5YBQJVJABRDPLAE2AJVELIE,GM 등 미국 ‘빅3’ 업체들은 미 행정부가 지난 3일부터 모든 수입차에 부과한 25% 관세의 직격탄을 맞아 해외 공장 가동을 멈추고 인력을 줄이고 있다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,도널드 트럼프 미 대통령이 자국 자동차 산업 부흥을 목표로 시작한 ‘관세 전쟁’이 미국 자동차 기업과 시장을 먼저 때리기 시작한 것이다.,영국 재규어랜드로버와 독일 아우디에 이어 일본 미쓰비시도 관세 폭탄을 피하기 위해 대미(對美) 수출을 일시 중단했다.,"[3, 25]","['일', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,122850915,2025,127761371,2024,-3.843459068703951,-4910456.0,,LEVEL,3.0,122850915.0,actual_value 컬럼 사용,불일치,0.9999999755801574,"claim=3.0, actual=122850915.0, 오차=1.000 (허용=0.05)",LEVEL,25.0,% 숫자 선택,122850915.0,actual_value 사용,불일치,0.9999997965013122,"claim=25.0, adjusted_actual=122850915.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,804,5,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C10321,1329,"트럼프 車관세, 거센 역풍... 美 빅3 감원, 獨·日은 “수출 중단”",2025-04-13,https://www.chosun.com/economy/auto/2025/04/13/MMF5YBQJVJABRDPLAE2AJVELIE,미국이 5월 3일 이전에 부과한다고 예고한 25%의 자동차 부품 관세가 해외와 연결된 공급망에 의존하는 미국 업체들에 영향을 미친다는 지적이다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,트럼프 행정부의 자동차 관세가 캐나다와 멕시코 등 해외 조립과 부품에 의존하는 미국 업체들에 상대적으로 큰 타격으로 다가온다는 지적이다.,주로 캐나다산에 의존하는 알루미늄을 비롯해 미국 내에서 대체재가 부족한 부품 위주로 타격이 클 거란 전망이다.,"[5, 3, 25]","['월', '일', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,M,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,16000104,202605,16343766,202604,-2.1027099874043715,-343662.0,,LEVEL,25.0,16000104.0,actual_value 컬럼 사용,불일치,0.9999984375101562,"claim=25.0, actual=16000104.0, 오차=1.000 (허용=0.05)",LEVEL,25.0,% 숫자 선택,16000104.0,actual_value 사용,불일치,0.9999984375101562,"claim=25.0, adjusted_actual=16000104.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,805,5,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C10322,1329,"트럼프 車관세, 거센 역풍... 美 빅3 감원, 獨·日은 “수출 중단”",2025-04-13,https://www.chosun.com/economy/auto/2025/04/13/MMF5YBQJVJABRDPLAE2AJVELIE,"투자회사 번스타인에 따르면, GM은 내달 자동차 부품 관세가 시행될 경우 올해 매출이 작년 대비 13% 감소할 것으로 추정된다.",무역지표,무역지표; 기업실적; 비율·증감률,True,,주로 캐나다산에 의존하는 알루미늄을 비롯해 미국 내에서 대체재가 부족한 부품 위주로 타격이 클 거란 전망이다.,"5%는 완성차, 8%는 부품으로 인한 감소다.",[13],['%'],[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.781,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 승용자동차 및 기타의 차량,68323532,2024,68260793,2023,0.09191074003491287,62739.0,,CHANGE_RATE,13.0,0.09191074003491287,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,12.908089259965086,"claim=13.0, actual=0.09191074003491287, 오차=12.908 (허용=0.3)",CHANGE_RATE,13.0,% 숫자 선택,0.09191074003491287,actual_change_pct 사용,불일치,12.908089259965086,"claim=13.0, adjusted_actual=0.09191074003491287, 오차=12.908, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,806,5,무역,코드북_비검증분류,판단불가_정보 부족,N/A,판단불가,정보 부족,관측 실적이 아닌 전망·목표 문장,,,,,,,,,,,,,,,,
C10323,1329,"트럼프 車관세, 거센 역풍... 美 빅3 감원, 獨·日은 “수출 중단”",2025-04-13,https://www.chosun.com/economy/auto/2025/04/13/MMF5YBQJVJABRDPLAE2AJVELIE,"5%는 완성차, 8%는 부품으로 인한 감소다.",비율·증감률,비율·증감률,True,,"투자회사 번스타인에 따르면, GM은 내달 자동차 부품 관세가 시행될 경우 올해 매출이 작년 대비 13% 감소할 것으로 추정된다.","포드 역시 올해 매출이 7% 감소할 것으로 예상되는데, 이 중 5%가 부품 영향이다.","[5, 8]","['%', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,709330045,2025,683609488,2024,3.7624634314613257,25720557.0,,CHANGE_RATE,8.0,3.7624634314613257,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,4.237536568538674,"claim=8.0, actual=3.7624634314613257, 오차=4.238 (허용=0.3)",CHANGE_RATE,8.0,% 숫자 선택,3.7624634314613257,actual_change_pct 사용,불일치,4.237536568538674,"claim=8.0, adjusted_actual=3.7624634314613257, 오차=4.238, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,807,5,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C10326,1329,"트럼프 車관세, 거센 역풍... 美 빅3 감원, 獨·日은 “수출 중단”",2025-04-13,https://www.chosun.com/economy/auto/2025/04/13/MMF5YBQJVJABRDPLAE2AJVELIE,"미쓰비시는 미국 내 공장이 없어 일본 등에서 만든 완성차를 미국으로 수출하고 있는데, 여기에 25% 관세가 매겨진 영향이다.",무역지표,무역지표; 비율·증감률,True,,12일 일본 니혼게이자이신문은 미쓰비시가 완성차의 미국 출하를 정지했다고 보도했다.,"미쓰비시 관계자는 “관세, 그리고 다음 정책 결정의 세부 내용을 알 때까지 미국 항만에서 (수입한) 차를 보유하고 있다”고 했다.",[25],['%'],[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,122850915,2025,127761371,2024,-3.843459068703951,-4910456.0,,LEVEL,25.0,122850915.0,actual_value 컬럼 사용,불일치,0.9999997965013122,"claim=25.0, actual=122850915.0, 오차=1.000 (허용=0.05)",ABS_TO_ABS,25.0,% 숫자 선택,122850915.0,actual_value 사용,불일치,0.9999997965013122,"claim=25.0, adjusted_actual=122850915.0, 오차=1.000, 허용=0.02",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,808,5,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C10329,1329,"트럼프 車관세, 거센 역풍... 美 빅3 감원, 獨·日은 “수출 중단”",2025-04-13,https://www.chosun.com/economy/auto/2025/04/13/MMF5YBQJVJABRDPLAE2AJVELIE,"이 회사는 글로벌 판매량 중 미국 비율이 25% 안팎이지만, 미국 공장이 없어 영국에서 생산한 차량을 수출해 왔다.",무역지표,무역지표; 판매·생산량; 비율·증감률,True,,재규어랜드로버는 4월 말까지 대미 수출을 일시 중단한다고 지난 6일 밝혔다.,트럼프의 관세 정책으로 미국 자동차 수입이 줄고 미국 빅3 업체가 공장을 멈춰 세우면서 미국 내 자동차 가격 상승 같은 역효과가 나올 수 있다는 지적이다.,[25],['%'],[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,122850915,2025,127761371,2024,-3.843459068703951,-4910456.0,,LEVEL,25.0,122850915.0,actual_value 컬럼 사용,불일치,0.9999997965013122,"claim=25.0, actual=122850915.0, 오차=1.000 (허용=0.05)",LEVEL,25.0,% 숫자 선택,122850915.0,actual_value 사용,불일치,0.9999997965013122,"claim=25.0, adjusted_actual=122850915.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,809,5,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C10330,1330,"국내 철강 1·2위 손 잡나… 포스코, 현대제철 美공장 투자 검토",2025-04-13,https://www.chosun.com/economy/industry-company/2025/04/13/RLHNTV66XBGKNM6C5AFPC5ZMEE,트럼프 정부가 수입 철강 제품에 대해 25% 관세를 매기는 것과 관련한 조치 중 하나인 것이란 해석이 나온다.,무역지표,무역지표; 비율·증감률,True,,"9 국내 1위 철강업체 포스코가 현대제철이 미국 루이지애나주에 건설할 예정인 전기로 제철소를 짓는 것과 관련해, 일부 지분을 투자하는 방안을 검토하고 있는 것으로 알려졌다.",실제 포스코그룹은 미국 현지에 투자한다는 원칙을 정한 후 다양한 방안을 물색해왔다.,[25],['%'],[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T2,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,631895368,2025,631767209,2024,0.020285794858339982,128159.0,,LEVEL,25.0,631895368.0,actual_value 컬럼 사용,불일치,0.999999960436488,"claim=25.0, actual=631895368.0, 오차=1.000 (허용=0.05)",LEVEL,25.0,% 숫자 선택,631895368.0,actual_value 사용,불일치,0.999999960436488,"claim=25.0, adjusted_actual=631895368.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,810,5,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C10449,1345,고물가·관세 전쟁… 숙박·음식점업 22개월째 역대 최장 불황,2025-04-14,https://www.chosun.com/economy/economy_general/2025/04/14/WW7RNH5ORBEYPOK2PSGO5P6PBQ,"13일 통계청에 따르면, 2월 숙박·음식점업 생산지수는 전년 같은 달 대비 3.8% 감소했다.",비율·증감률,비율·증감률; 날짜·시간,True,,"0 고물가·고금리, 계엄·탄핵 등 정치적 불확실성, 미·중 관세 전쟁 등 악재가 겹치면서 대표적 내수 업종인 숙박·음식점업이 1년 10개월째 장기 불황을 겪는 등 내수 침체가 이어지고 있다.","이 생산지수는 숙박·음식점업의 매출을 기반으로 작성되는데, 2023년 5월부터 지난 2월까지 작년 1월(전년 같은 달 대비 증감률 0%)을 제외하고는 내내 감소세를 보였다.","[13, 2, 3.8]","['일', '월', '%']",[],[],소비자물가지수(2020=100)(tblId=DT_1J22003); 월별 소비자물가 등락률(tblId=DT_1J22042); 품목별 소비자물가지수(품목성질별: 2020=100)(tblId=DT_1J22112),"orgId=101, tblId=DT_1J22003 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1J22003,T10,T,M,소비자물가지수 후보 선택. 지역/품목 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,113.78,202402,113.17,202401,0.5390121056817173,0.6099999999999994,,CHANGE_RATE,3.8,0.5390121056817173,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,3.2609878943182826,"claim=3.8, actual=0.5390121056817173, 오차=3.261 (허용=0.3)",CHANGE_RATE,3.8,% 숫자 선택,0.5390121056817173,actual_change_pct 사용,불일치,3.2609878943182826,"claim=3.8, adjusted_actual=0.5390121056817173, 오차=3.261, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,811,5,물가,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
