claim_id,article_id,title,date,url,claim_text,metric,metric_all,is_claim,population,prev_sentence,next_sentence,numbers,units,year,region,candidate_kosis_table,api_params,calculation,verifiable,org_id,tbl_id,obj_l1,itm_id,prd_se,reviewer_note,actual_value,actual_period,actual_prev_value,actual_prev_period,actual_change_pct,actual_change_point,api_error,claim_type,claim_number,actual_number,actual_source,verdict,diff,judge_note,refined_claim_type,refined_claim_number,refined_claim_number_reason,refined_actual_number,refined_actual_reason,refined_verdict,refined_diff,refined_judge_note,refined_final_status,audit_future_period,audit_forecast_or_target,audit_mapping_unconfirmed,rerun_actual_period,rerun_actual_value,rerun_verdict,rerun_api_error,audit_reason,audit_status,manual_decision,manual_final_status,manual_mapping_reason,manual_kosis_evidence,manual_checked_at,obj_l2,remap_decision,remap_final_status,remap_reason,remap_kosis_evidence,verification_method,aggregation_rule,remap_checked_at,expansion_no,expansion_batch,expansion_domain,expansion_decision,expansion_final_status,expansion_api_success,expansion_verdict,unavailable_category,unavailable_category_reason,expansion_org_id,expansion_tbl_id,expansion_obj_l1,expansion_obj_l2,expansion_itm_id,expansion_prd_se,expansion_target_number,expansion_target_period,expansion_prev_period,expansion_mapping_note,expansion_actual_number,expansion_current_value,expansion_previous_value,expansion_unit,expansion_evidence,expansion_api_error
C15424,2025,테슬라 5월 수입차 판매서 첫 1위...수입차 판매 16%↑,2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/LDLPZ54VU5EX7GKZQC5XXB7IL4,5 지난달 수입차 판매량이 테슬라의 판매량 급증에 힘입어 작년 5월보다 16% 늘었다.,무역지표,무역지표; 판매·생산량; 비율·증감률; 날짜·시간,True,,,테슬라는 신차 출시 및 물량 확보 효과로 한국 진출 이후 처음으로 월간 판매량 1위를 기록했다.,"[5, 16]","['월', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T2,M,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,53132937,202405,54821181,202404,-3.0795469364295527,-1688244.0,,CHANGE_RATE,16.0,-3.0795469364295527,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,19.07954693642955,"claim=16.0, actual=-3.0795469364295527, 오차=19.080 (허용=0.3)",CHANGE_RATE,16.0,% 숫자 선택,-3.0795469364295527,actual_change_pct 사용,불일치,19.07954693642955,"claim=16.0, adjusted_actual=-3.0795469364295527, 오차=19.080, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,1201,7,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C15425,2025,테슬라 5월 수입차 판매서 첫 1위...수입차 판매 16%↑,2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/LDLPZ54VU5EX7GKZQC5XXB7IL4,5일 한국수입자동차협회(KAIDA)에 따르면 올해 5월 수입 승용차 신규 등록 대수는 작년 대비 16.4% 증가한 2만8189대로 집계됐다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,테슬라는 신차 출시 및 물량 확보 효과로 한국 진출 이후 처음으로 월간 판매량 1위를 기록했다.,지난 4월보다도 31.1% 늘어난 수치다.,"[5, 5, 16.4]","['일', '월', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.781,13103112831T2,M,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | 품목 세부 코드 필요: 총액 코드로 확정하지 않음 | 품목 코드 자동 후보: 승용자동차 및 기타의 차량,1183589,202405,1332951,202305,-11.205363137879786,-149362.0,,CHANGE_RATE,16.4,-11.205363137879786,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,27.605363137879785,"claim=16.4, actual=-11.205363137879786, 오차=27.605 (허용=0.3)",CHANGE_RATE,16.4,% 숫자 선택,-11.205363137879786,actual_change_pct 사용,불일치,27.605363137879785,"claim=16.4, adjusted_actual=-11.205363137879786, 오차=27.605, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,1202,7,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
C15434,2027,"美 철강 관세 50% 발효 “최상의 제안 가져와라”… 트럼프, 각국에 ‘독촉장’",2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/NPB5GUDGOBF4JPDADEOHJVQEAE,0 도널드 트럼프 미 대통령이 철강·알루미늄 관세를 인상하는 포고문에 지난 3일(현지 시각) 서명하면서 4일부터 미국이 수입하는 외국산 철강·알루미늄에 50% 관세가 붙게 된다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,,지난 3월 25% 관세가 붙은 지 석 달도 되지 않아 관세가 두 배로 오른 것이다.,"[3, 4, 50]","['일', '일', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T2,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,73366048,2025,72132305,2024,1.7103889859058297,1233743.0,,LEVEL,0.0,73366048.0,actual_value 컬럼 사용,불일치,1.0,"claim=0.0, actual=73366048.0, 오차=1.000 (허용=0.05)",LEVEL,50.0,% 숫자 선택,73366048.0,actual_value 사용,불일치,0.9999993184858479,"claim=50.0, adjusted_actual=73366048.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,1203,7,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C15435,2027,"美 철강 관세 50% 발효 “최상의 제안 가져와라”… 트럼프, 각국에 ‘독촉장’",2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/NPB5GUDGOBF4JPDADEOHJVQEAE,지난 3월 25% 관세가 붙은 지 석 달도 되지 않아 관세가 두 배로 오른 것이다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,0 도널드 트럼프 미 대통령이 철강·알루미늄 관세를 인상하는 포고문에 지난 3일(현지 시각) 서명하면서 4일부터 미국이 수입하는 외국산 철강·알루미늄에 50% 관세가 붙게 된다.,"우리 정부는 미국산 농산물에 대한 관세 인하, 비관세 장벽 철폐 방안 등을 담은 ‘최상의 제안(best offer)’을 요구하는 서한도 미 정부로부터 받은 것으로 알려졌다.","[3, 25]","['월', '%']",[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,M,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,87821386,202605,85830054,202604,2.3200870874437522,1991332.0,,LEVEL,25.0,87821386.0,actual_value 컬럼 사용,불일치,0.9999997153312975,"claim=25.0, actual=87821386.0, 오차=1.000 (허용=0.05)",LEVEL,25.0,% 숫자 선택,87821386.0,actual_value 사용,불일치,0.9999997153312975,"claim=25.0, adjusted_actual=87821386.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,1204,7,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C15437,2027,"美 철강 관세 50% 발효 “최상의 제안 가져와라”… 트럼프, 각국에 ‘독촉장’",2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/NPB5GUDGOBF4JPDADEOHJVQEAE,트럼프 대통령은 이날 미국으로 수입되는 외국산 철강·알루미늄 제품에 대한 관세율을 기존 25%에서 50%로 인상하는 포고문에 서명했다.,무역지표,무역지표; 비율·증감률,True,,"미 정부가 추가 상호 관세를 7월 8일까지 유예하며 설정한 협상 기한이 5주 앞으로 다가오자, 협상에 속도를 내기 위해 상대국을 압박하고 있다는 진단이 나온다.",지난달 30일 미국 펜실베이니아주 US스틸 공장에서 밝힌 관세율 인상안을 실행한 것이다.,"[25, 50]","['%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T2,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,73366048,2025,72132305,2024,1.7103889859058297,1233743.0,,ABS_TO_ABS,25.0,73366048.0,actual_value 컬럼 사용,불일치,0.9999996592429239,"claim=25.0, actual=73366048.0, 오차=1.000 (허용=0.02)",ABS_TO_ABS,50.0,% 숫자 선택,73366048.0,actual_value 사용,불일치,0.9999993184858479,"claim=50.0, adjusted_actual=73366048.0, 오차=1.000, 허용=0.02",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,1205,7,무역,코드북_비검증분류,판단불가_KOSIS 미제공,N/A,판단불가,KOSIS 미제공,민간 설문·정책·시장가격 지표,,,,,,,,,,,,,,,,
C15439,2027,"美 철강 관세 50% 발효 “최상의 제안 가져와라”… 트럼프, 각국에 ‘독촉장’",2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/NPB5GUDGOBF4JPDADEOHJVQEAE,지난해 기준 철강 제품의 대미 수출 비율은 12.4%로 일본(11.9%)을 제치고 1위였다.,무역지표,무역지표; 비율·증감률,True,,최대 수출 시장인 미국으로 수출이 막히면서 국내 철강 업계는 충격이 클 것이란 전망이다.,지난 3월 12일부터 25% 관세가 붙으며 올 1~4월 대미 철강 수출액이 지난해 같은 기간보다 이미 10%가량 감소한 가운데 50% 관세는 수출 자체를 어렵게 할 것이라는 지적이다.,"[12.4, 11.9]","['%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.JP,13103103829T1,Y,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 일본,29607166,2024,29000616,2023,2.0915072976380915,606550.0,,LEVEL,12.4,29607166.0,actual_value 컬럼 사용,불일치,0.9999995811824746,"claim=12.4, actual=29607166.0, 오차=1.000 (허용=0.05)",LEVEL,11.9,% 숫자 선택,29607166.0,actual_value 사용,불일치,0.999999598070278,"claim=11.9, adjusted_actual=29607166.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,1206,7,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C15440,2027,"美 철강 관세 50% 발효 “최상의 제안 가져와라”… 트럼프, 각국에 ‘독촉장’",2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/NPB5GUDGOBF4JPDADEOHJVQEAE,지난 3월 12일부터 25% 관세가 붙으며 올 1~4월 대미 철강 수출액이 지난해 같은 기간보다 이미 10%가량 감소한 가운데 50% 관세는 수출 자체를 어렵게 할 것이라는 지적이다.,무역지표,무역지표; 비율·증감률; 날짜·시간,True,,지난해 기준 철강 제품의 대미 수출 비율은 12.4%로 일본(11.9%)을 제치고 1위였다.,"한편, 우리 정부는 미 무역대표부(USTR)가 미국산 농산물 구매, 비관세 장벽 해소, 디지털 무역, 경제 안보 등의 영역에서 최상의 제안을 4일까지 달라고 요구한 서한을 접수하고 검토에 들어갔다.","[3, 12, 25, 4, 10, 50]","['월', '일', '%', '월', '%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.00,13103103829T1,M,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,56148299,202404,56518309,202403,-0.654672807001356,-370010.0,,CHANGE_RATE,50.0,-0.654672807001356,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,50.654672807001354,"claim=50.0, actual=-0.654672807001356, 오차=50.655 (허용=0.3)",CHANGE_RATE,50.0,% 숫자 선택,-0.654672807001356,actual_change_pct 사용,불일치,50.654672807001354,"claim=50.0, adjusted_actual=-0.654672807001356, 오차=50.655, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,1207,7,무역,코드북_비검증분류,판단불가_정보 부족,N/A,판단불가,정보 부족,관측 실적이 아닌 전망·목표 문장,,,,,,,,,,,,,,,,
C15454,2028,"K방산, 대포 넘어 전투기로… 6국에 150여대 수출",2025-06-05,https://www.chosun.com/economy/industry-company/2025/06/05/TTFAYMPGP5F27LUB4WIQK5JPTY,"K9 자주포는 폴란드, 호주 등 9국에 약 13조원 규모 누적 수출을 기록하고 있다.",무역지표,무역지표; 금액,True,,"T-50과 더불어 대표적인 무기로 K9 자주포, 중거리 지대공 유도무기 ‘천궁II’가 꼽힌다.",세계 자주포 시장 점유율 약 절반을 차지한다.,[13],['조원'],[],[],"품목별 수출액, 수입액(tblId=DT_1R11001_FRM101); 국가별 수출액, 수입액(tblId=DT_1R11006_FRM101)","orgId=360, tblId=DT_1R11001_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11001_FRM101,13102112831A.A,13103112831T1,Y,품목별 수출입 후보 선택. 품목/수출입/시점 코드 확인 필요 | obj_l1/itm_id 자동 후보 입력,709330045,2025,683609488,2024,3.7624634314613257,25720557.0,,LEVEL,9.0,709330045.0,actual_value 컬럼 사용,불일치,0.9999999873119713,"claim=9.0, actual=709330045.0, 오차=1.000 (허용=0.05)",LEVEL,13.0,조원 숫자 선택,709330045.0,actual_value 사용,불일치,0.9999999816728473,"claim=13.0, adjusted_actual=709330045.0, 오차=1.000, 허용=0.05",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,1208,7,무역,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C15513,2035,"“전세사기 두려워 택했는데, ‘미친 월세’에 생활비 절반 나간다”",2025-06-06,https://www.chosun.com/economy/economy_general/2025/06/06/OS5ROBTDJFHNHCVRV3DJBRRB34,"통계청에 따르면, 지난 1분기 처분가능소득(소득에서 세금·이자 등을 뺀 금액) 대비 필수 생계비(주거비·식비·교통비) 비율은 37.8%로 작년 4분기(37.1%)부터 2분기 연속 상승했다.",임금·소득,임금·소득; 비율·증감률; 날짜·시간,True,,"임차인은 보증금을 제대로 돌려받을 수 있을까 두려워서, 임대인은 금리 하락으로 전세금 이자가 줄어 기존 전세 물건들이 반전세나 월세로 전환되자 서민 주거비 부담은 갈수록 커진다.",월세 부담이 5.8% 늘어난 영향이 컸다.,"[1, 37.8, 4, 37.1, 2]","['분', '%', '분', '%', '분']",[],[],"가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U101); 소득5분위별 가구당 가계수지 (전국,1인이상)(tblId=DT_1L9U103); 소득구간별 가구당 월평균 가계수지 (전국,1인이상)(tblId=DT_1L9U107)","orgId=101, tblId=DT_1L9U101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,101,DT_1L9U101,A,T110,Q,가구당 월평균 가계수지 후보 선택. 소득/지출 항목 확인 필요 | obj_l1/itm_id 자동 후보 입력,5122126.723,202401,5023719.174,202304,1.9588584789791554,98407.54900000058,,ABS_TO_ABS,37.8,5122126.723,actual_value 컬럼 사용,불일치,0.9999926202528668,"claim=37.8, actual=5122126.723, 오차=1.000 (허용=0.02)",ABS_TO_ABS,37.1,% 숫자 선택,5122126.723,actual_value 사용,불일치,0.9999927569148508,"claim=37.1, adjusted_actual=5122126.723, 오차=1.000, 허용=0.02",재검토필요_수준값불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_수준값불일치,,,,,,,,,,,,,,1209,7,기타,수동검토유지,재검토필요_수준값불일치,N/A,,,,,,,,,,,,,,,,,,,
C15562,2039,"관세 사재기 끝난 미국... 4월 무역적자, 19개월 만에 최소",2025-06-06,https://www.chosun.com/economy/industry-company/2025/06/06/FXMLNITWY5H5BFCV42DI7DGCUE,"수출은 2894억달러로 3월보다 3%(83억달러) 늘어난 반면, 수입은 전월보다 16.3%(684억달러) 줄어든 3510억달러를 기록하며 적자가 크게 줄었다.",무역지표,무역지표; 기업실적; 비율·증감률; 날짜·시간,True,,다우존스가 집계한 전문가 예측치(633억달러)보다 낮은 수준이다.,4월부터 트럼프발 관세 시행이 본격화되는 것을 앞두고 기업들이 주문을 앞당겨 3월까지 수입을 늘린 일종의 ‘사재기 효과’가 두드러지며 4월 수입이 줄어든 데 따른 결과로 풀이된다.,"[3, 3, 16.3]","['월', '%', '%']",[],[],"국가별 수출액, 수입액(tblId=DT_1R11006_FRM101); 품목별 수출액, 수입액(tblId=DT_1R11001_FRM101)","orgId=360, tblId=DT_1R11006_FRM101 | obj_l1/itm_id 메타 API로 확인 필요",원자료 직접 조회 후 필요 시 증감률 계산,검토 필요,360,DT_1R11006_FRM101,13102103829E.US,13103103829T1,M,국가별 수출입 후보 선택. 국가/수출입/시점 코드 확인 필요 | 국가 코드 자동선택: 미국,11109476,202503,9889640,202502,12.33448335834267,1219836.0,,CHANGE_RATE,16.3,12.33448335834267,actual_change_pct 컬럼 사용(전기대비 계산값),불일치,3.965516641657331,"claim=16.3, actual=12.33448335834267, 오차=3.966 (허용=0.3)",CHANGE_RATE,16.3,% 숫자 선택,12.33448335834267,actual_change_pct 사용,불일치,3.965516641657331,"claim=16.3, adjusted_actual=12.33448335834267, 오차=3.966, 허용=0.3",재검토필요_증감률불일치,N,N,N,,,,,기존 재검토/판단불가 상태 유지,재검토필요_증감률불일치,,,,,,,,,,,,,,1210,7,무역,수동검토유지,재검토필요_증감률불일치,N/A,,,,,,,,,,,,,,,,,,,
